iter	MultiClass
748	0.0327405265
749	0.032662572
750	0.0326015528
751	0.03252228603
752	0.03247809874
753	0.03244207985
754	0.03241267601
755	0.03237638451
756	0.03235125934
757	0.03231561132
758	0.03223092179
759	0.03213556278
760	0.03206009555
761	0.03200190101
762	0.03190417717
763	0.03185349195
764	0.03175820834
765	0.03172345248
766	0.03168896251
767	0.03164148385
768	0.03162302438
769	0.03157662752
770	0.0315159373
771	0.03141443969
772	0.03137189459
773	0.03133843507
774	0.03123550669
775	0.03118043457
776	0.03116133486
777	0.03112566975
778	0.03111272404
779	0.03105680808
780	0.03101746728
781	0.03097096245
782	0.0309428396
783	0.03091104524
784	0.030888639
785	0.03085417122
786	0.03083664426
787	0.03080250899
788	0.03077629714
789	0.0307661453
790	0.03072241621
791	0.03068869573
792	0.03064311547
793	0.03061513642
794	0.03057402563
795	0.03050257517
796	0.03048910502
797	0.03044375253
798	0.03041293348
799	0.03037785958
800	0.03026687068
801	0.03023730513
802	0.03016640141
803	0.03013283475
804	0.03008046241
805	0.03005534646
806	0.03001777556
807	0.02997673217
808	0.0299507247
809	0.02991430697
810	0.02990200501
811	0.02987627111
812	0.02982566749
813	0.02980575759
814	0.02976807799
815	0.02973942656
816	0.02972029372
817	0.02967282225
818	0.02965848066
819	0.02958511875
820	0.02957468438
821	0.02950996919
822	0.02943825511
823	0.02941885107
824	0.02939519991
825	0.02933438107
826	0.02925657948
827	0.02921874083
828	0.02916399096
829	0.02915347791
830	0.02913125259
831	0.02910546032
832	0.02900562936
833	0.02896243678
834	0.02891812007
835	0.02887594241
836	0.02883715502
837	0.02881093662
838	0.02878995105
839	0.02873670277
840	0.02870931216
841	0.02867865384
842	0.02861102989
843	0.02859943405
844	0.02857573909
845	0.02852416538
846	0.02849580305
847	0.02844520938
848	0.02842278123
849	0.02838705281
850	0.02834236115
851	0.02831947232
852	0.02827632466
853	0.028248954
854	0.02822096825
855	0.02817699089
856	0.02814342148
857	0.02813483637
858	0.02809291665
859	0.02807370011
860	0.02802771829
861	0.02800296555
862	0.02797783622
863	0.02792000397
864	0.02790056683
865	0.0278846851
866	0.0278625154
867	0.02779026287
868	0.02776183595
869	0.02773167636
870	0.02771393173
871	0.02767847682
872	0.02762784858
873	0.02761056344
874	0.02759832952
875	0.027583725
876	0.02756828863
877	0.02752637838
878	0.02748320086
879	0.02747042381
880	0.02745878397
881	0.02745200179
882	0.02738230115
883	0.02736313288
884	0.02734311774
885	0.02730389327
886	0.02728407408
887	0.02726048141
888	0.02724862885
889	0.02722752848
890	0.02718586697
891	0.0271351856
892	0.02710262519
893	0.02707478807
894	0.02705757745
895	0.02701782643
896	0.0269981163
897	0.02695160319
898	0.02692907778
899	0.02689425421
900	0.0268741121
901	0.02684870782
902	0.02682268813
903	0.02681249511
904	0.0267857577
905	0.02676291035
906	0.02674148376
907	0.02673147022
908	0.02668026539
909	0.02662696633
910	0.02658903661
911	0.0265481907
912	0.0265066228
913	0.02647788593
914	0.02645704747
915	0.02639530363
916	0.02636487851
917	0.02633045288
918	0.02631192162
919	0.02628565534
920	0.02626423127
921	0.02624954977
922	0.02623033917
923	0.02620106673
924	0.02618368853
925	0.02613962065
926	0.0261009647
927	0.02608474035
928	0.02604286702
929	0.02600497539
930	0.02596974569
931	0.02593667756
932	0.02590529499
933	0.02588213588
934	0.02582598096
935	0.02580878528
936	0.0257746357
937	0.02575278272
938	0.02567436287
939	0.02561095955
940	0.02559602868
941	0.02558100857
942	0.02556064391
943	0.02552750651
944	0.02550026258
945	0.02548059848
946	0.02542010955
947	0.02539224941
948	0.0253840464
949	0.02535154499
950	0.02532885891
951	0.02530800596
952	0.02525766406
953	0.02522364915
954	0.02519743798
955	0.02518601392
956	0.02516130628
957	0.02512739109
958	0.02507977112
959	0.02506418318
960	0.02503308875
961	0.02496527283
962	0.02494461413
963	0.02493906675
964	0.02491070488
965	0.02487879113
966	0.02486571266
967	0.02483514236
968	0.02481261982
969	0.02479008178
970	0.02475764239
971	0.0247511888
972	0.02470498509
973	0.02466891373
974	0.02464304092
975	0.02458304797
976	0.02455277205
977	0.02452784203
978	0.02450183196
979	0.02446566339
980	0.02443816386
981	0.02442576363
982	0.02440281961
983	0.02436329969
984	0.02434700236
985	0.02431443204
986	0.02427221864
987	0.02424356177
988	0.024223249
989	0.02421368
990	0.02420350785
991	0.02417330595
992	0.02415863838
993	0.02414808979
994	0.02411786897
995	0.02409002634
996	0.02406509245
997	0.02399863101
998	0.0239856285
999	0.02397602539
